sign_class,xtl,ytl,xbr,ybr,temporary,occluded,data,filename
2.1,1296,926,1323,954,False,False,,1521206294817000_10240841000.jpg
4.2.3,1310,915,1328,933,False,True,,1521206295777000_10241874000.jpg
2.1,1349,908,1384,943,False,False,,1521206295777000_10241874000.jpg
8.22.3,1312,934,1327,976,False,False,,1521206295777000_10241874000.jpg
8.22.3,1353,917,1369,966,False,False,,1521206296844000_10242941000.jpg
4.2.3,1352,899,1371,916,False,False,,1521206296844000_10242941000.jpg
2.1,1411,877,1454,921,False,False,,1521206296844000_10242941000.jpg
2.1,1590,904,1615,929,False,False,,1521206296844000_10242941000.jpg
2.1,1474,865,1532,921,False,False,,1521206297778000_10243874000.jpg
4.2.3,1377,905,1399,928,False,False,,1521206297778000_10243874000.jpg
8.22.3,1379,930,1397,987,False,False,,1521206297778000_10243874000.jpg
2.1,1648,915,1676,943,False,True,,1521206297778000_10243874000.jpg
4.2.3,1429,899,1457,928,False,False,,1521206298911000_10245008000.jpg
8.22.3,1433,930,1453,1003,False,False,,1521206298911000_10245008000.jpg
2.1,1652,795,1748,891,False,False,,1521206298911000_10245008000.jpg
2.1,1756,917,1790,951,False,False,,1521206298911000_10245008000.jpg
4.2.3,1552,869,1592,908,False,False,,1521206300010000_10246106000.jpg
8.22.3,1561,911,1587,1013,False,False,,1521206300010000_10246106000.jpg
3.27,1510,897,1534,935,False,True,,1521206300010000_10246106000.jpg
3.27,1571,889,1614,932,False,True,,1521206301043000_10247140000.jpg
4.2.3,1680,822,1742,884,False,False,,1521206301043000_10247140000.jpg
8.22.3,1690,889,1734,1045,False,False,,1521206301043000_10247140000.jpg
2.1,2189,885,2255,946,False,False,,1521206301043000_10247140000.jpg
3.27,1696,853,1741,916,False,True,,1521206301877000_10247974000.jpg
4.2.3,1977,700,2089,809,False,False,,1521206301877000_10247974000.jpg
8.22.3,1997,816,2072,1084,False,False,,1521206301877000_10247974000.jpg
3.27,2231,687,2365,818,False,False,,1521206302943000_10249040000.jpg
6.4,1636,1024,1649,1037,False,False,,1521206305878000_10251974000.jpg
1.17,1636,1009,1649,1023,False,False,,1521206305878000_10251974000.jpg
1.17,1720,1004,1736,1018,False,False,,1521206306778000_10252874000.jpg
6.4,1721,1019,1736,1034,False,False,,1521206306778000_10252874000.jpg
1.17,1777,1007,1797,1023,False,False,,1521206307644000_10253740000.jpg
6.4,1779,1023,1796,1040,False,False,,1521206307644000_10253740000.jpg
1.17,1905,960,1930,979,False,False,,1521206308777000_10254874000.jpg
6.4,1907,980,1927,1000,False,False,,1521206308777000_10254874000.jpg
5.2,1650,979,1661,989,False,False,,1521206308777000_10254874000.jpg
5.2,1656,979,1668,992,False,False,,1521206309610000_10255707000.jpg
1.17,1980,954,2006,978,False,False,,1521206309610000_10255707000.jpg
6.4,1983,979,2004,1001,False,False,,1521206309610000_10255707000.jpg
5.2,1692,1003,1704,1016,False,False,,1521206310577000_10256673000.jpg
6.4,2135,1002,2161,1029,False,False,,1521206310577000_10256673000.jpg
1.17,2131,973,2164,1001,False,False,,1521206310577000_10256673000.jpg
5.2,1714,968,1726,982,False,False,,1521206311577000_10257674000.jpg
1.17,2335,914,2376,951,False,False,,1521206311577000_10257674000.jpg
6.4,2340,953,2373,987,False,False,,1521206311577000_10257674000.jpg
6.6,1028,998,1038,1008,False,False,,1521206311577000_10257674000.jpg
5.2,1774,959,1786,971,False,True,,1521206312443000_10258540000.jpg
6.6,1032,983,1043,993,False,False,,1521206312443000_10258540000.jpg
5.16,998,959,1008,972,False,True,,1521206312443000_10258540000.jpg
6.6,996,1000,1007,1011,False,False,,1521206313477000_10259574000.jpg
5.16,956,974,967,988,False,True,,1521206313477000_10259574000.jpg
5.16,937,971,948,986,False,True,,1521206314611000_10260707000.jpg
6.6,984,1000,995,1012,False,False,,1521206314611000_10260707000.jpg
3.27,1686,984,1697,996,False,False,,1521206314611000_10260707000.jpg
5.19.1,1774,993,1785,1004,False,False,,1521206314611000_10260707000.jpg
3.27,1715,990,1722,1001,False,True,,1521206315744000_10261841000.jpg
5.19.1,1814,997,1826,1010,False,True,,1521206315744000_10261841000.jpg
5.16,863,974,875,991,False,True,,1521206315744000_10261841000.jpg
6.6,920,1007,933,1020,False,False,,1521206315744000_10261841000.jpg
5.20,1983,969,2003,989,False,False,,1521206315744000_10261841000.jpg
3.24,1982,989,2002,1009,False,True,20.0,1521206315744000_10261841000.jpg
3.24,2128,990,2154,1015,False,True,20.0,1521206316711000_10262807000.jpg
5.16,819,963,833,983,False,True,,1521206316711000_10262807000.jpg
6.6,889,1000,902,1015,False,False,,1521206316711000_10262807000.jpg
3.27,1775,985,1791,1001,False,False,,1521206316711000_10262807000.jpg
5.19.1,1903,997,1918,1012,False,False,,1521206316711000_10262807000.jpg
5.20,2131,964,2153,988,False,True,,1521206316711000_10262807000.jpg
5.16,1564,951,1576,979,False,True,,1521206316711000_10262807000.jpg
8.2.2,1779,1003,1787,1020,False,False,,1521206316711000_10262807000.jpg
3.24,2357,980,2388,1011,False,True,20.0,1521206317777000_10263874000.jpg
5.20,2357,948,2388,977,False,True,,1521206317777000_10263874000.jpg
5.19.1,2023,990,2041,1009,False,False,,1521206317777000_10263874000.jpg
3.27,1858,978,1878,996,False,False,,1521206317777000_10263874000.jpg
5.16,742,956,759,981,False,True,,1521206317777000_10263874000.jpg
6.6,832,999,849,1016,False,False,,1521206317777000_10263874000.jpg
5.16,1622,936,1645,970,False,True,,1521206317777000_10263874000.jpg
6.6,1538,996,1556,1014,False,False,,1521206317777000_10263874000.jpg
2.4,1388,996,1399,1007,False,False,,1521206317777000_10263874000.jpg
8.2.2,1864,999,1875,1019,False,False,,1521206317777000_10263874000.jpg
6.6,1568,990,1580,1009,False,True,,1521206318844000_10264941000.jpg
3.27,1959,967,1982,992,False,True,,1521206318844000_10264941000.jpg
5.19.1,2180,987,2202,1009,False,False,,1521206318844000_10264941000.jpg
5.16,613,934,633,965,False,True,,1521206318844000_10264941000.jpg
5.16,1707,911,1736,955,False,False,,1521206318844000_10264941000.jpg
2.4,1376,989,1388,1001,False,False,,1521206318844000_10264941000.jpg
8.2.2,1965,995,1976,1018,False,False,,1521206318844000_10264941000.jpg
8.2.2,2218,965,2232,996,False,True,,1521206320010000_10266106000.jpg
6.6,1662,969,1685,992,False,False,,1521206320010000_10266106000.jpg
3.27,2208,931,2239,962,False,True,,1521206320010000_10266106000.jpg
2.4,1417,974,1428,985,False,False,,1521206320010000_10266106000.jpg
5.16,455,914,480,953,False,True,,1521206320010000_10266106000.jpg
5.16,1972,839,2018,906,False,False,,1521206320010000_10266106000.jpg
2.4,1423,969,1434,974,False,True,,1521206321110000_10267206000.jpg
5.16,131,872,166,927,False,False,,1521206321110000_10267206000.jpg
6.6,1761,958,1776,988,False,True,,1521206321110000_10267206000.jpg
6.6,464,970,493,1001,False,False,,1521206321110000_10267206000.jpg
6.6,1912,942,1947,978,False,False,,1521206321943000_10268040000.jpg
6.6,264,968,301,1005,False,True,,1521206321943000_10268040000.jpg
6.6,2220,889,2274,942,False,False,,1521206322943000_10269040000.jpg
2.1,2123,946,2144,981,False,True,,1521206324744000_10270841000.jpg
2.4,1700,847,1737,890,False,False,,1521206326544000_10272641000.jpg
6.4,1737,990,1748,1002,False,False,,1521206326544000_10272641000.jpg
2.1,1695,927,1711,979,False,False,,1521206326544000_10272641000.jpg
5.21,2358,918,2378,960,False,False,,1521206327444000_10273540000.jpg
2.1,1825,875,1851,946,False,False,,1521206327444000_10273540000.jpg
2.4,1855,757,1906,819,False,False,,1521206327444000_10273540000.jpg
6.4,1751,965,1763,978,False,False,,1521206327444000_10273540000.jpg
6.4,1797,990,1811,1004,False,False,,1521206328577000_10274674000.jpg
2.1,2326,809,2377,939,False,True,,1521206328577000_10274674000.jpg
3.27,1754,974,1772,992,False,False,,1521206328577000_10274674000.jpg
8.2.3,1761,993,1766,1008,False,False,,1521206328577000_10274674000.jpg
3.27,1865,972,1884,992,False,False,,1521206329744000_10275841000.jpg
8.2.3,1872,993,1878,1012,False,False,,1521206329744000_10275841000.jpg
6.4,1906,990,1924,1007,False,False,,1521206329744000_10275841000.jpg
6.4,1995,966,2011,987,False,True,,1521206330878000_10276975000.jpg
8.2.3,1964,971,1972,991,False,False,,1521206330878000_10276975000.jpg
3.27,1954,944,1981,970,False,False,,1521206330878000_10276975000.jpg
8.2.3,2046,961,2054,989,False,False,,1521206331878000_10277974000.jpg
3.27,2036,931,2063,960,False,True,,1521206331878000_10277974000.jpg
6.4,2068,956,2090,981,False,True,,1521206331878000_10277974000.jpg
8.2.3,2241,947,2251,980,False,False,,1521206332778000_10278874000.jpg
3.27,2229,909,2261,946,False,True,,1521206332778000_10278874000.jpg
6.4,2251,943,2275,971,False,True,,1521206332778000_10278874000.jpg
6.4,1776,957,1790,971,False,False,,1521206335976000_10282073000.jpg
6.4,1798,944,1812,960,False,False,,1521206336911000_10283008000.jpg
6.4,1795,957,1809,973,False,False,,1521206337976000_10284073000.jpg
6.4,1796,965,1811,982,False,False,,1521206338878000_10284975000.jpg
6.4,1797,974,1811,991,False,False,,1521206339778000_10285875000.jpg
6.4,1797,974,1811,991,False,False,,1521206340644000_10286741000.jpg
6.4,1797,974,1811,991,False,False,,1521206341477000_10287574000.jpg
6.4,1797,974,1811,991,False,False,,1521206342477000_10288574000.jpg
6.4,1797,974,1811,991,False,False,,1521206343644000_10289741000.jpg
6.4,1797,974,1811,991,False,False,,1521206344611000_10290708000.jpg
6.4,1797,974,1811,991,False,False,,1521206345778000_10291874000.jpg
6.4,1797,974,1811,991,False,False,,1521206346644000_10292741000.jpg
6.4,1797,974,1811,991,False,False,,1521206347544000_10293641000.jpg
6.4,1797,974,1811,991,False,False,,1521206348377000_10294474000.jpg
6.4,1797,974,1811,991,False,False,,1521206349444000_10295541000.jpg
6.4,1798,979,1811,995,False,False,,1521206350277000_10296374000.jpg
6.4,1803,986,1816,1002,False,False,,1521206351444000_10297541000.jpg
6.4,1819,986,1833,1003,False,False,,1521206352377000_10298474000.jpg
6.4,1857,997,1871,1015,False,False,,1521206353277000_10299374000.jpg
6.4,1903,982,1919,1000,False,True,,1521206354310000_10300407000.jpg
6.4,2028,974,2047,997,False,True,,1521206356611000_10302708000.jpg
3.27,1879,974,1904,999,False,False,,1521206356611000_10302708000.jpg
6.10.1,1346,1003,1383,1015,False,True,,1521206356611000_10302708000.jpg
3.27,1926,970,1953,996,False,False,,1521206357510000_10303607000.jpg
6.4,2091,967,2115,995,False,False,,1521206357510000_10303607000.jpg
6.10.1,1328,1000,1376,1016,False,True,,1521206357510000_10303607000.jpg
6.4,2215,937,2244,969,False,False,,1521206358578000_10304674000.jpg
6.10.1,1330,980,1373,1000,False,True,,1521206358578000_10304674000.jpg
6.4,2410,955,2447,992,False,False,,1521206359578000_10305674000.jpg
3.27,2160,958,2199,994,False,False,,1521206359578000_10305674000.jpg
6.10.1,1351,1002,1395,1022,False,True,,1521206359578000_10305674000.jpg
3.27,2333,947,2372,990,False,True,,1521206360444000_10306541000.jpg
6.10.1,1362,993,1402,1016,False,True,,1521206360444000_10306541000.jpg
3.24,1597,1006,1607,1016,False,False,40.0,1521206360444000_10306541000.jpg
6.10.1,1366,989,1418,1015,False,True,,1521206361277000_10307373000.jpg
3.24,1616,1004,1627,1014,False,True,40.0,1521206361277000_10307373000.jpg
6.10.1,1380,976,1435,1004,False,True,,1521206362110000_10308206000.jpg
3.24,1644,991,1658,1005,False,False,40.0,1521206362110000_10308206000.jpg
1.17,1641,975,1657,990,False,True,,1521206362110000_10308206000.jpg
6.10.1,1396,978,1455,1009,False,True,,1521206363110000_10309206000.jpg
5.19.2,1038,984,1047,993,False,False,,1521206363110000_10309206000.jpg
3.24,1681,994,1695,1011,False,True,40.0,1521206363110000_10309206000.jpg
1.17,1680,976,1696,993,False,True,,1521206363110000_10309206000.jpg
6.10.1,1396,973,1462,1006,False,True,,1521206363943000_10310039000.jpg
5.19.2,1015,978,1026,990,False,False,,1521206363943000_10310039000.jpg
3.24,1703,991,1718,1006,False,True,40.0,1521206363943000_10310039000.jpg
1.17,1701,973,1718,989,False,True,,1521206363943000_10310039000.jpg
6.10.1,1405,976,1475,1013,False,True,,1521206364878000_10310974000.jpg
5.19.2,988,982,999,993,False,False,,1521206364878000_10310974000.jpg
3.24,1735,997,1753,1014,False,True,40.0,1521206364878000_10310974000.jpg
5.20,1596,988,1606,1000,False,True,,1521206364878000_10310974000.jpg
5.19.1,1586,1008,1597,1018,False,False,,1521206364878000_10310974000.jpg
3.24,1598,1002,1609,1016,False,True,20.0,1521206364878000_10310974000.jpg
1.17,1734,979,1753,996,False,True,,1521206364878000_10310974000.jpg
5.19.1,1312,973,1324,985,False,True,,1521206364878000_10310974000.jpg
5.19.1,1321,961,1333,974,False,False,,1521206365943000_10312039000.jpg
3.24,1633,993,1647,1006,False,True,20.0,1521206365943000_10312039000.jpg
3.24,1807,988,1824,999,False,True,40.0,1521206365943000_10312039000.jpg
1.17,1808,964,1828,985,False,True,,1521206365943000_10312039000.jpg
5.19.2,968,970,981,983,False,False,,1521206365943000_10312039000.jpg
6.10.1,1427,962,1502,1004,False,True,,1521206365943000_10312039000.jpg
5.20,1633,978,1645,991,False,True,,1521206365943000_10312039000.jpg
6.16,1318,995,1338,1003,False,False,,1521206365943000_10312039000.jpg
3.24,1928,994,1955,1020,False,False,40.0,1521206367076000_10313173000.jpg
1.17,1928,967,1957,993,False,False,,1521206367076000_10313173000.jpg
6.10.1,1491,968,1592,1018,False,True,,1521206367076000_10313173000.jpg
5.19.2,965,983,979,998,False,False,,1521206367076000_10313173000.jpg
5.19.1,1354,971,1368,985,False,False,,1521206367076000_10313173000.jpg
5.19.1,1686,1012,1697,1024,False,True,,1521206367076000_10313173000.jpg
6.16,1350,1011,1374,1017,False,False,,1521206367076000_10313173000.jpg
2.1,1328,995,1336,1011,False,True,,1521206367076000_10313173000.jpg
3.24,2048,973,2077,1002,False,False,40.0,1521206368043000_10314140000.jpg
1.17,2045,941,2080,972,False,False,,1521206368043000_10314140000.jpg
6.10.1,1544,946,1665,1005,False,True,,1521206368043000_10314140000.jpg
5.19.2,940,974,955,990,False,False,,1521206368043000_10314140000.jpg
5.19.1,1367,956,1382,972,False,True,,1521206368043000_10314140000.jpg
6.16,1363,998,1390,1006,False,False,,1521206368043000_10314140000.jpg
2.1,1331,984,1345,999,False,True,,1521206368043000_10314140000.jpg
3.24,2215,945,2249,978,False,True,40.0,1521206368943000_10315039000.jpg
1.17,2211,905,2253,944,False,True,,1521206368943000_10315039000.jpg
6.10.1,1623,908,1773,982,False,False,,1521206368943000_10315039000.jpg
5.19.2,914,948,930,965,False,False,,1521206368943000_10315039000.jpg
5.19.1,1385,929,1400,946,False,True,,1521206368943000_10315039000.jpg
2.1,1341,958,1356,975,False,True,,1521206368943000_10315039000.jpg
6.16,1382,975,1411,983,False,False,,1521206368943000_10315039000.jpg
5.20,1820,941,1836,962,False,True,,1521206368943000_10315039000.jpg
3.24,1822,963,1837,983,False,True,20.0,1521206368943000_10315039000.jpg
5.19.1,1788,976,1796,989,False,True,,1521206368943000_10315039000.jpg
5.19.2,1551,963,1563,976,False,True,,1521206368943000_10315039000.jpg
6.10.1,1757,863,1969,966,False,False,,1521206370010000_10316106000.jpg
5.19.2,855,937,873,957,False,False,,1521206370010000_10316106000.jpg
5.19.1,1390,912,1408,932,False,True,,1521206370010000_10316106000.jpg
2.1,1339,950,1354,968,False,True,,1521206370010000_10316106000.jpg
6.16,1389,964,1424,977,False,False,,1521206370010000_10316106000.jpg
5.19.2,1581,952,1589,965,False,True,,1521206370010000_10316106000.jpg
5.19.2,822,919,842,941,False,False,,1521206370845000_10316941000.jpg
6.16,1418,950,1459,962,False,False,,1521206370845000_10316941000.jpg
5.19.1,1418,891,1438,914,False,True,,1521206370845000_10316941000.jpg
5.19.2,1634,937,1640,955,False,True,,1521206370845000_10316941000.jpg
6.10.1,1979,798,2278,942,False,False,,1521206370845000_10316941000.jpg
5.19.1,1931,949,1951,968,False,True,,1521206370845000_10316941000.jpg
5.20,1815,917,1834,936,False,False,,1521206370845000_10316941000.jpg
5.19.1,2012,918,2034,940,False,False,,1521206371778000_10317875000.jpg
5.19.2,752,884,776,909,False,False,,1521206371778000_10317875000.jpg
6.16,1433,918,1479,933,False,False,,1521206371778000_10317875000.jpg
5.19.1,1431,852,1452,878,False,True,,1521206371778000_10317875000.jpg
5.20,2082,868,2116,898,False,True,,1521206371778000_10317875000.jpg
3.24,2089,899,2118,929,False,False,20.0,1521206371778000_10317875000.jpg
2.2,1693,887,1715,909,False,True,,1521206371778000_10317875000.jpg
2.4,1693,910,1713,926,False,False,,1521206371778000_10317875000.jpg
5.19.1,1471,830,1493,859,False,True,,1521206372811000_10318908000.jpg
5.19.2,705,870,731,899,False,False,,1521206372811000_10318908000.jpg
6.16,1479,904,1529,920,False,False,,1521206372811000_10318908000.jpg
3.24,2234,880,2271,914,False,False,20,1521206372811000_10318908000.jpg
5.20,2229,842,2267,879,False,False,,1521206372811000_10318908000.jpg
8.2.1,2237,916,2275,933,False,True,25 м,1521206372811000_10318908000.jpg
5.20,1949,868,1972,890,False,False,,1521206372811000_10318908000.jpg
5.20,1992,860,2017,885,False,False,,1521206373845000_10319941000.jpg
5.19.2,662,861,689,890,False,False,,1521206373845000_10319941000.jpg
6.16,1496,896,1554,914,False,False,,1521206373845000_10319941000.jpg
5.19.1,1487,817,1511,850,False,True,,1521206373845000_10319941000.jpg
5.19.1,2199,898,2228,925,False,False,,1521206373845000_10319941000.jpg
5.19.2,1759,881,1780,906,False,True,,1521206373845000_10319941000.jpg
5.19.2,1782,899,1807,924,False,True,,1521206374778000_10320874000.jpg
5.19.1,2242,914,2271,941,False,False,,1521206374778000_10320874000.jpg
5.19.2,651,880,679,910,False,False,,1521206374778000_10320874000.jpg
6.16,1515,914,1575,934,False,False,,1521206374778000_10320874000.jpg
5.20,2020,876,2047,903,False,False,,1521206374778000_10320874000.jpg
5.19.1,1503,832,1527,865,False,True,,1521206374778000_10320874000.jpg
5.20,2372,846,2383,884,False,True,,1521206374778000_10320874000.jpg
5.19.2,1792,892,1817,920,False,True,,1521206375644000_10321741000.jpg
5.19.1,2261,909,2291,938,False,False,,1521206375644000_10321741000.jpg
5.19.2,644,873,673,904,False,False,,1521206375644000_10321741000.jpg
6.16,1532,908,1584,927,False,True,,1521206375644000_10321741000.jpg
5.20,2032,870,2059,898,False,False,,1521206375644000_10321741000.jpg
5.19.1,1511,826,1534,859,False,True,,1521206375644000_10321741000.jpg
5.20,2398,839,2442,880,False,False,,1521206375644000_10321741000.jpg
3.24,2403,881,2446,921,False,False,20,1521206375644000_10321741000.jpg
8.2.1,2408,922,2447,944,False,True,25 м,1521206375644000_10321741000.jpg
2.4,1783,909,1792,922,False,True,,1521206375644000_10321741000.jpg
8.2.1,2407,929,2444,954,False,True,25 м,1521206376811000_10322908000.jpg
3.24,2403,888,2446,928,False,False,20,1521206376811000_10322908000.jpg
5.19.2,644,881,673,912,False,False,,1521206376811000_10322908000.jpg
5.19.1,1510,834,1534,868,False,True,,1521206376811000_10322908000.jpg
6.16,1533,916,1584,935,False,True,,1521206376811000_10322908000.jpg
5.19.2,1793,902,1818,928,False,True,,1521206376811000_10322908000.jpg
5.20,2032,879,2060,907,False,False,,1521206376811000_10322908000.jpg
5.19.1,2260,917,2292,946,False,False,,1521206376811000_10322908000.jpg
5.20,2396,847,2442,887,False,False,,1521206376811000_10322908000.jpg
2.4,1783,918,1797,937,False,True,,1521206376811000_10322908000.jpg
5.20,2396,847,2442,887,False,False,,1521206377745000_10323841000.jpg
3.24,2403,888,2446,930,False,False,20,1521206377745000_10323841000.jpg
8.2.1,2408,931,2445,953,False,True,25 м,1521206377745000_10323841000.jpg
5.19.1,2260,919,2291,947,False,False,,1521206377745000_10323841000.jpg
5.20,2032,879,2060,907,False,False,,1521206377745000_10323841000.jpg
5.19.2,1793,902,1818,928,False,True,,1521206377745000_10323841000.jpg
6.16,1533,917,1584,936,False,True,,1521206377745000_10323841000.jpg
5.19.1,1510,835,1534,869,False,True,,1521206377745000_10323841000.jpg
5.19.2,644,881,673,912,False,False,,1521206377745000_10323841000.jpg
2.4,1782,918,1795,936,False,True,,1521206377745000_10323841000.jpg
6.16,1533,917,1584,936,False,True,,1521206378745000_10324841000.jpg
5.19.1,2260,919,2291,947,False,False,,1521206378745000_10324841000.jpg
3.24,2403,888,2446,930,False,False,20,1521206378745000_10324841000.jpg
8.2.1,2408,931,2445,953,False,True,25 м,1521206378745000_10324841000.jpg
5.19.1,1510,835,1534,869,False,True,,1521206378745000_10324841000.jpg
5.20,2396,847,2442,887,False,False,,1521206378745000_10324841000.jpg
5.20,2032,879,2060,907,False,False,,1521206378745000_10324841000.jpg
5.19.2,1793,902,1818,928,False,True,,1521206378745000_10324841000.jpg
5.19.2,644,881,673,912,False,False,,1521206378745000_10324841000.jpg
2.4,1782,918,1796,936,False,True,,1521206378745000_10324841000.jpg
6.16,1533,917,1584,936,False,True,,1521206379794000_10325875000.jpg
5.19.1,2260,919,2291,947,False,False,,1521206379794000_10325875000.jpg
3.24,2403,888,2446,930,False,False,20,1521206379794000_10325875000.jpg
8.2.1,2408,931,2445,953,False,True,25 м,1521206379794000_10325875000.jpg
5.19.1,1510,835,1534,869,False,True,,1521206379794000_10325875000.jpg
5.20,2396,847,2442,887,False,False,,1521206379794000_10325875000.jpg
5.20,2032,879,2060,907,False,False,,1521206379794000_10325875000.jpg
5.19.2,1793,902,1818,928,False,True,,1521206379794000_10325875000.jpg
5.19.2,644,881,673,912,False,False,,1521206379794000_10325875000.jpg
2.4,1783,918,1796,935,False,True,,1521206379794000_10325875000.jpg
6.16,1533,917,1584,936,False,True,,1521206380644000_10326741000.jpg
5.19.1,2260,919,2291,947,False,False,,1521206380644000_10326741000.jpg
3.24,2403,888,2446,930,False,False,20,1521206380644000_10326741000.jpg
8.2.1,2408,931,2445,953,False,True,25 м,1521206380644000_10326741000.jpg
5.19.1,1510,835,1534,869,False,True,,1521206380644000_10326741000.jpg
5.20,2396,847,2442,887,False,False,,1521206380644000_10326741000.jpg
5.20,2032,879,2060,907,False,False,,1521206380644000_10326741000.jpg
5.19.2,1793,902,1818,928,False,True,,1521206380644000_10326741000.jpg
5.19.2,644,881,673,912,False,False,,1521206380644000_10326741000.jpg
2.4,1783,918,1796,936,False,True,,1521206380644000_10326741000.jpg
6.16,1533,917,1584,936,False,True,,1521206381678000_10327775000.jpg
5.19.1,2260,919,2291,947,False,False,,1521206381678000_10327775000.jpg
3.24,2403,888,2446,930,False,False,20,1521206381678000_10327775000.jpg
8.2.1,2408,931,2445,953,False,True,25 м,1521206381678000_10327775000.jpg
5.19.1,1510,835,1534,869,False,True,,1521206381678000_10327775000.jpg
5.20,2396,847,2442,887,False,False,,1521206381678000_10327775000.jpg
5.20,2032,879,2060,907,False,False,,1521206381678000_10327775000.jpg
5.19.2,1793,902,1818,928,False,True,,1521206381678000_10327775000.jpg
5.19.2,644,881,673,912,False,False,,1521206381678000_10327775000.jpg
2.4,1783,918,1798,936,False,True,,1521206381678000_10327775000.jpg
6.16,1533,917,1584,936,False,True,,1521206382745000_10328841000.jpg
5.19.1,2260,919,2291,947,False,False,,1521206382745000_10328841000.jpg
3.24,2403,888,2446,930,False,False,20,1521206382745000_10328841000.jpg
8.2.1,2408,931,2445,953,False,True,25 м,1521206382745000_10328841000.jpg
5.19.1,1510,835,1534,869,False,True,,1521206382745000_10328841000.jpg
5.20,2396,847,2442,887,False,False,,1521206382745000_10328841000.jpg
5.20,2032,879,2060,907,False,False,,1521206382745000_10328841000.jpg
5.19.2,1793,902,1818,928,False,True,,1521206382745000_10328841000.jpg
5.19.2,644,881,673,912,False,False,,1521206382745000_10328841000.jpg
2.4,1782,918,1797,936,False,True,,1521206382745000_10328841000.jpg
5.19.2,1793,902,1818,928,False,True,,1521206383845000_10329942000.jpg
5.19.2,644,881,673,912,False,False,,1521206383845000_10329942000.jpg
6.16,1533,917,1584,936,False,True,,1521206383845000_10329942000.jpg
5.19.1,2260,919,2291,947,False,False,,1521206383845000_10329942000.jpg
3.24,2403,888,2446,930,False,False,20,1521206383845000_10329942000.jpg
8.2.1,2408,931,2445,953,False,True,25 м,1521206383845000_10329942000.jpg
5.19.1,1510,835,1534,869,False,True,,1521206383845000_10329942000.jpg
5.20,2396,847,2442,887,False,False,,1521206383845000_10329942000.jpg
5.20,2032,879,2060,907,False,False,,1521206383845000_10329942000.jpg
2.4,1782,918,1796,935,False,True,,1521206383845000_10329942000.jpg
5.19.2,1793,902,1818,928,False,True,,1521206384878000_10330975000.jpg
5.19.2,644,881,673,912,False,False,,1521206384878000_10330975000.jpg
6.16,1532,917,1584,936,False,True,,1521206384878000_10330975000.jpg
5.19.1,2260,919,2291,947,False,False,,1521206384878000_10330975000.jpg
3.24,2403,888,2446,930,False,False,20,1521206384878000_10330975000.jpg
8.2.1,2408,931,2445,953,False,True,25 м,1521206384878000_10330975000.jpg
5.19.1,1510,835,1534,869,False,True,,1521206384878000_10330975000.jpg
5.20,2396,847,2442,887,False,False,,1521206384878000_10330975000.jpg
5.20,2032,879,2060,907,False,False,,1521206384878000_10330975000.jpg
2.4,1782,918,1797,936,False,True,,1521206384878000_10330975000.jpg
5.19.2,1793,902,1818,928,False,True,,1521206385711000_10331808000.jpg
5.19.2,644,881,673,912,False,False,,1521206385711000_10331808000.jpg
6.16,1531,917,1584,936,False,True,,1521206385711000_10331808000.jpg
5.19.1,2260,919,2291,947,False,False,,1521206385711000_10331808000.jpg
3.24,2403,888,2446,930,False,False,20,1521206385711000_10331808000.jpg
8.2.1,2408,931,2445,953,False,True,25 м,1521206385711000_10331808000.jpg
5.19.1,1510,835,1534,869,False,True,,1521206385711000_10331808000.jpg
5.20,2396,847,2442,887,False,False,,1521206385711000_10331808000.jpg
5.20,2032,879,2060,907,False,False,,1521206385711000_10331808000.jpg
2.4,1783,918,1796,936,False,True,,1521206385711000_10331808000.jpg
5.19.2,1793,902,1818,928,False,True,,1521206386611000_10332708000.jpg
5.19.2,644,881,673,912,False,False,,1521206386611000_10332708000.jpg
6.16,1530,918,1584,935,False,True,,1521206386611000_10332708000.jpg
5.19.1,2260,919,2291,947,False,False,,1521206386611000_10332708000.jpg
3.24,2403,888,2446,930,False,False,20,1521206386611000_10332708000.jpg
8.2.1,2408,931,2445,953,False,True,25 м,1521206386611000_10332708000.jpg
5.19.1,1510,835,1534,869,False,True,,1521206386611000_10332708000.jpg
5.20,2396,847,2442,887,False,False,,1521206386611000_10332708000.jpg
5.20,2032,879,2060,907,False,False,,1521206386611000_10332708000.jpg
2.4,1783,918,1796,937,False,True,,1521206386611000_10332708000.jpg
5.19.2,1793,902,1818,928,False,True,,1521206387511000_10333607000.jpg
5.19.2,644,881,673,912,False,False,,1521206387511000_10333607000.jpg
6.16,1528,917,1584,936,False,True,,1521206387511000_10333607000.jpg
5.19.1,2260,919,2291,947,False,False,,1521206387511000_10333607000.jpg
3.24,2403,888,2446,930,False,False,20,1521206387511000_10333607000.jpg
8.2.1,2408,931,2445,953,False,True,25 м,1521206387511000_10333607000.jpg
5.19.1,1510,835,1534,869,False,True,,1521206387511000_10333607000.jpg
5.20,2396,847,2442,887,False,False,,1521206387511000_10333607000.jpg
5.20,2032,879,2060,907,False,False,,1521206387511000_10333607000.jpg
2.4,1783,918,1797,937,False,True,,1521206387511000_10333607000.jpg
5.19.2,1793,902,1818,928,False,True,,1521206388377000_10334474000.jpg
5.19.2,644,881,673,912,False,False,,1521206388377000_10334474000.jpg
6.16,1529,918,1584,936,False,True,,1521206388377000_10334474000.jpg
